ClaimNo,TransactionDate,Action,CaseReserve,Payment
65,2030-06-30,RES,0,0
65,2030-08-20,PMT,-1385.144655,1385.144655
66,2001-03-26,RPT,462.4325457,0
66,2001-06-30,RES,0,0
66,2002-05-14,INT40,0,0
66,2002-06-30,RES,0,0
66,2003-03-20,INT70,0,0
66,2003-06-30,RES,0,0
66,2003-10-13,INT90,0,0
66,2004-01-24,PMT,-462.4325457,462.4325457
67,2001-05-05,RPT,4119.218138,0
67,2001-06-03,INT40,0,0
67,2001-06-24,INT70,0,0
67,2001-06-30,RES,0,0
67,2001-07-09,INT90,0,0
67,2001-07-16,PMT,-4119.218138,4119.218138
68,2001-06-25,RPT,8135.594527,0
68,2001-06-30,RES,0,0
68,2002-06-30,RES,0,0
68,2002-11-15,INT40,0,0
68,2003-06-30,RES,0,0
68,2003-12-01,INT70,0,0
68,2004-06-30,RES,0,0
68,2004-08-11,INT90,0,0
68,2004-10-09,PMT,-1184.615316,1184.615316
68,2004-11-25,PMT,-4319.464,4319.464
68,2004-12-16,PMT,-2631.515211,2631.515211
69,2001-06-04,RPT,24349.06881,0
69,2001-06-30,RES,0,0
69,2002-06-30,RES,0,0
69,2003-06-30,RES,0,0
69,2003-07-17,INT40,0,0
69,2004-06-30,RES,0,0
69,2005-02-16,INT70,0,0
69,2005-05-18,PMT,-3922.417819,3922.417819
69,2005-05-21,PMT,-11597.46586,11597.46586
69,2005-06-30,RES,0,0
69,2006-03-10,INT90,0,0
69,2006-06-08,PMT,-3888.693235,3888.693235
69,2006-06-30,RES,0,0
69,2006-09-18,PMT,-4940.491893,4940.491893
70,2001-02-25,RPT,4934.659904,0
70,2001-06-30,RES,0,0
70,2001-07-19,INT40,0,0
70,2001-11-05,INT70,0,0
70,2002-01-16,INT90,0,0
70,2002-02-20,PMT,-4934.659904,4934.659904
71,2001-08-21,RPT,2699.55604,0
71,2001-08-26,INT40,0,0
71,2001-08-30,INT70,0,0
71,2001-09-01,INT90,0,0
71,2001-09-02,PMT,-2699.55604,2699.55604
72,2002-09-20,RPT,735.1979248,0
72,2003-06-30,RES,0,0
72,2003-07-18,INT40,0,0
72,2004-02-28,INT70,0,0
72,2004-06-30,RES,0,0
72,2004-07-27,INT90,0,0
72,2004-10-10,PMT,-735.1979248,735.1979248
73,2001-12-27,RPT,2241.55072,0
73,2002-06-19,INT40,0,0
73,2002-06-30,RES,0,0
73,2002-10-28,INT70,0,0
73,2003-01-23,INT90,0,0
73,2003-03-07,PMT,-2241.55072,2241.55072
74,2001-05-08,RPT,24446.1614,0
74,2001-06-30,RES,0,0
74,2002-06-30,RES,0,0
74,2002-09-24,PMT,-1676.385864,1676.385864
74,2003-06-30,RES,0,0
74,2004-06-30,RES,0,0
74,2005-06-30,RES,0,0
74,2006-06-30,RES,0,0
74,2006-08-21,INT40,0,0
74,2007-06-30,RES,0,0
74,2007-08-24,PMT,-4482.852675,4482.852675
74,2008-06-30,RES,0,0
74,2008-12-24,PMT,-3357.785275,3357.785275
74,2009-06-30,RES,0,0
74,2009-12-24,PMT,-8079.376901,8079.376901
74,2010-01-23,PMT,-2092.769377,2092.769377
74,2010-01-24,PMT,-494.5721732,494.5721732
74,2010-01-29,PMT,-3452.611867,3452.611867
74,2010-06-30,RES,0,0
74,2010-08-08,INT70,0,0
74,2011-06-30,RES,0,0
74,2012-06-30,RES,0,0
74,2013-03-30,INT90,0,0
74,2013-06-09,PMT,-309.7127675,309.7127675
74,2013-06-30,RES,0,0
74,2014-06-30,RES,0,0
74,2014-07-26,PMT,-500.0945013,500.0945013
75,2001-07-16,RPT,1744.666325,0
75,2001-11-06,INT40,0,0
75,2002-01-30,INT70,0,0
75,2002-03-27,INT90,0,0
75,2002-04-24,PMT,-1744.666325,1744.666325
76,2001-06-06,RPT,3302.973049,0
76,2001-06-30,RES,0,0
76,2002-06-30,RES,0,0
76,2003-06-30,RES,0,0
76,2003-11-06,INT40,0,0
76,2003-12-22,PMT,-2535.546353,2535.546353
76,2004-06-30,RES,0,0
76,2005-06-30,RES,0,0
76,2005-08-29,INT70,0,0
76,2006-06-30,RES,0,0
76,2006-11-13,INT90,0,0
76,2007-06-22,PMT,-767.4266958,767.4266958
77,2001-05-25,RPT,9414.2145,0
77,2001-06-30,RES,0,0
77,2002-06-30,RES,0,0
77,2003-06-30,RES,0,0
77,2004-06-30,RES,0,0
77,2004-12-16,PMT,-747.280703,747.280703
77,2005-04-07,INT40,0,0
77,2005-06-30,RES,0,0
77,2006-06-30,RES,0,0
77,2007-03-04,PMT,-3366.623649,3366.623649
77,2007-06-30,RES,0,0
77,2008-03-01,INT70,0,0
77,2008-06-30,RES,0,0
77,2009-06-30,RES,0,0
77,2010-02-06,INT90,0,0
77,2010-06-30,RES,0,0
77,2011-01-25,PMT,-5300.310148,5300.310148
78,2001-02-26,RPT,2860.993677,0
78,2001-05-22,INT40,0,0
78,2001-06-30,RES,0,0
78,2001-07-25,INT70,0,0
78,2001-09-06,INT90,0,0
78,2001-09-27,PMT,-2860.993677,2860.993677
79,2001-09-22,RPT,856.5160092,0
79,2002-06-30,RES,0,0
79,2003-06-30,RES,0,0
79,2004-04-12,INT40,0,0
79,2004-06-30,RES,0,0
79,2005-06-30,RES,0,0
79,2006-03-12,INT70,0,0
79,2006-06-30,RES,0,0
79,2007-06-21,INT90,0,0
79,2007-06-30,RES,0,0
79,2008-02-09,PMT,-856.5160092,856.5160092
80,2001-05-10,RPT,1677.230803,0
80,2001-06-30,RES,0,0
80,2001-08-21,INT40,0,0
80,2001-11-06,INT70,0,0
80,2001-12-28,INT90,0,0
80,2002-01-22,PMT,-1677.230803,1677.230803
81,2001-04-26,RPT,17480.99331,0
81,2001-06-30,RES,0,0
81,2002-06-30,RES,0,0
81,2003-05-31,PMT,-1052.095732,1052.095732
81,2003-06-30,RES,0,0
81,2004-06-30,RES,0,0
81,2004-10-06,PMT,-8685.906173,8685.906173
81,2005-06-30,RES,0,0
81,2005-10-12,INT40,0,0
81,2006-01-14,PMT,-3986.732258,3986.732258
81,2006-06-30,RES,0,0
81,2007-06-30,RES,0,0
81,2007-11-01,PMT,-653.2484087,653.2484087
81,2008-06-30,RES,0,0
81,2009-02-15,INT70,0,0
81,2009-06-30,RES,0,0
81,2010-06-30,RES,0,0
81,2011-05-11,INT90,0,0
81,2011-06-30,RES,0,0
81,2012-06-21,PMT,-3103.010741,3103.010741
82,2001-03-01,RPT,5148.666891,0
82,2001-06-30,RES,0,0
82,2002-06-30,RES,0,0
82,2002-08-27,INT40,0,0
82,2003-03-30,PMT,-3078.294145,3078.294145
82,2003-06-30,RES,0,0
82,2003-10-09,INT70,0,0
82,2004-06-30,RES,0,0
82,2004-07-07,INT90,0,0
82,2004-11-19,PMT,-2070.372746,2070.372746
83,2001-07-22,RPT,17768.0944,0
83,2002-06-20,INT40,0,0
83,2002-06-30,RES,0,0
83,2003-02-25,INT70,0,0
83,2003-06-30,RES,0,0
83,2003-08-04,PMT,-4118.071041,4118.071041
83,2003-08-11,INT90,0,0
83,2003-09-18,PMT,-6355.380214,6355.380214
83,2003-11-02,PMT,-7294.643142,7294.643142
84,2001-02-27,RPT,19940.2991,0
84,2001-03-09,PMT,-3012.668292,3012.668292
84,2001-06-30,RES,0,0
84,2002-06-30,RES,0,0
84,2003-06-30,RES,0,0
84,2003-08-16,INT40,0,0
84,2004-06-30,RES,0,0
84,2005-06-21,INT70,0,0
84,2005-06-30,RES,0,0
84,2006-03-09,PMT,-11205.37333,11205.37333
84,2006-06-30,RES,0,0
84,2006-09-14,INT90,0,0
84,2007-04-27,PMT,-5722.257475,5722.257475
85,2001-04-30,RPT,3557.729176,0
85,2001-06-30,RES,0,0
85,2001-07-16,INT40,0,0
85,2001-09-11,INT70,0,0
85,2001-10-19,INT90,0,0
85,2001-11-07,PMT,-3557.729176,3557.729176
86,2001-02-18,RPT,17961.18591,0
86,2001-06-30,RES,0,0
86,2002-06-30,RES,0,0
86,2003-06-30,RES,0,0
86,2003-09-27,PMT,-845.5292068,845.5292068
86,2004-06-30,RES,0,0
86,2005-01-30,INT40,0,0
86,2005-06-30,RES,0,0
86,2006-06-30,RES,0,0
86,2006-09-30,PMT,-9013.234605,9013.234605
86,2007-06-30,RES,0,0
86,2008-01-16,INT70,0,0
86,2008-06-30,RES,0,0
86,2009-06-30,RES,0,0
86,2009-09-11,PMT,-6788.330529,6788.330529
86,2010-01-06,INT90,0,0
86,2010-06-30,RES,0,0
86,2010-12-31,PMT,-1314.091574,1314.091574
87,2001-06-10,RPT,12777.80613,0
87,2001-06-30,RES,0,0
87,2002-06-30,RES,0,0
87,2002-07-26,PMT,-4497.159108,4497.159108
87,2003-06-30,RES,0,0
87,2004-06-30,RES,0,0
87,2005-06-30,RES,0,0
87,2006-04-27,INT40,0,0
87,2006-06-30,RES,0,0
87,2007-06-30,RES,0,0
87,2008-03-15,PMT,-1145.564665,1145.564665
87,2008-06-30,RES,0,0
87,2009-06-30,RES,0,0
87,2009-12-24,INT70,0,0
87,2010-06-30,RES,0,0
87,2011-06-30,RES,0,0
87,2012-01-14,PMT,-2849.533388,2849.533388
87,2012-06-02,INT90,0,0
87,2012-06-30,RES,0,0
87,2013-06-30,RES,0,0
87,2013-08-21,PMT,-4285.548964,4285.548964
88,2001-06-09,RPT,7218.462973,0
88,2001-06-30,RES,0,0
88,2002-06-30,RES,0,0
88,2003-04-06,INT40,0,0
88,2003-06-30,RES,0,0
88,2004-06-30,RES,0,0
88,2004-07-06,PMT,-2110.952195,2110.952195
88,2004-08-18,INT70,0,0
88,2005-06-30,RES,0,0
88,2005-07-17,INT90,0,0
88,2005-12-30,PMT,-5107.510778,5107.510778
89,2001-05-29,RPT,2987.270397,0
89,2001-06-30,RES,0,0
89,2002-06-30,RES,0,0
89,2002-08-08,INT40,0,0
89,2003-05-15,PMT,-849.753286,849.753286
89,2003-06-30,RES,0,0
89,2003-07-01,INT70,0,0
89,2003-12-10,PMT,-1301.558794,1301.558794
89,2004-02-04,INT90,0,0
89,2004-05-23,PMT,-835.9583172,835.9583172
90,2001-05-02,RPT,75.7628813,0
90,2001-06-30,RES,0,0
90,2002-06-27,INT40,0,0
90,2002-06-30,RES,0,0
90,2003-05-10,INT70,0,0
90,2003-06-30,RES,0,0
90,2003-12-06,INT90,0,0
90,2004-03-20,PMT,-75.7628813,75.7628813
91,2001-03-25,RPT,2806.903931,0
91,2001-06-30,RES,0,0
91,2001-08-20,INT40,0,0
91,2001-12-09,INT70,0,0
91,2002-02-22,INT90,0,0
91,2002-03-30,PMT,-2806.903931,2806.903931
92,2001-03-27,RPT,17458.51644,0
92,2001-06-30,RES,0,0
92,2001-07-17,PMT,-3314.377233,3314.377233
92,2002-05-22,PMT,-3231.022255,3231.022255
92,2002-06-30,RES,0,0
92,2002-11-24,INT40,0,0
92,2002-12-11,PMT,-2557.498983,2557.498983
92,2003-06-30,RES,0,0
92,2004-02-22,INT70,0,0
92,2004-06-30,RES,0,0
92,2004-12-21,INT90,0,0
92,2005-05-21,PMT,-8355.617972,8355.617972
93,2001-05-10,RPT,1360.547616,0
93,2001-06-30,RES,0,0
93,2002-02-14,INT40,0,0
93,2002-06-30,RES,0,0
93,2002-09-12,INT70,0,0
93,2003-01-30,INT90,0,0
93,2003-04-09,PMT,-1360.547616,1360.547616
94,2001-08-03,RPT,2681.736472,0
94,2001-09-11,INT40,0,0
94,2001-10-11,INT70,0,0
94,2001-10-30,INT90,0,0
94,2001-11-09,PMT,-2681.736472,2681.736472
95,2001-06-04,RPT,2122.329727,0
95,2001-06-30,RES,0,0
95,2001-10-17,INT40,0,0
95,2002-01-26,INT70,0,0
95,2002-04-03,INT90,0,0
95,2002-05-06,PMT,-2122.329727,2122.329727
96,2001-03-26,RPT,7867.164735,0
96,2001-05-07,PMT,-3291.601317,3291.601317
96,2001-06-30,RES,0,0
96,2002-01-26,PMT,-3566.197885,3566.197885
96,2002-03-24,INT40,0,0
96,2002-06-30,RES,0,0
96,2002-12-21,INT70,0,0
96,2003-06-20,INT90,0,0
96,2003-06-30,RES,0,0
96,2003-09-19,PMT,-1009.365534,1009.365534
97,2001-08-02,RPT,2248.687259,0
97,2002-06-30,RES,0,0
97,2003-06-30,RES,0,0
97,2004-06-30,RES,0,0
97,2004-10-16,INT40,0,0
97,2005-06-30,RES,0,0
97,2006-06-30,RES,0,0
97,2007-03-13,INT70,0,0
97,2007-06-30,RES,0,0
97,2008-06-30,RES,0,0
97,2008-10-19,INT90,0,0
97,2009-06-30,RES,0,0
97,2009-08-07,PMT,-2248.687259,2248.687259
98,2001-05-12,RPT,24920.01237,0
98,2001-06-30,RES,0,0
98,2002-02-25,PMT,-2402.12799,2402.12799
98,2002-06-30,RES,0,0
98,2003-03-21,INT40,0,0
98,2003-06-30,RES,0,0
98,2004-06-30,RES,0,0
98,2004-08-10,INT70,0,0
98,2004-12-03,PMT,-1175.415447,1175.415447
98,2005-06-30,RES,0,0
98,2005-07-02,PMT,-5745.572985,5745.572985
98,2005-07-15,INT90,0,0
98,2005-12-31,PMT,-15596.89595,15596.89595
99,2001-09-10,RPT,8293.863066,0
99,2002-06-30,RES,0,0
99,2003-02-01,INT40,0,0
99,2003-06-30,RES,0,0
99,2004-02-18,INT70,0,0
99,2004-03-08,PMT,-4083.698734,4083.698734
99,2004-06-30,RES,0,0
99,2004-10-30,INT90,0,0
99,2005-03-06,PMT,-4210.164332,4210.164332
100,2001-04-29,RPT,9294.507978,0
100,2001-06-30,RES,0,0
100,2002-06-30,RES,0,0
100,2003-06-30,RES,0,0
100,2004-04-17,PMT,-375.1651795,375.1651795
100,2004-06-30,RES,0,0
100,2005-03-14,INT40,0,0
100,2005-06-30,RES,0,0
100,2005-08-19,PMT,-3741.494974,3741.494974
100,2006-06-30,RES,0,0
100,2006-12-25,PMT,-4426.778995,4426.778995
100,2007-06-30,RES,0,0
100,2008-02-08,INT70,0,0
100,2008-06-30,RES,0,0
100,2009-06-30,RES,0,0
100,2010-01-16,INT90,0,0
100,2010-06-30,RES,0,0
100,2011-01-04,PMT,-751.0688295,751.0688295
101,2001-04-14,RPT,11893.4966,0
101,2001-06-30,RES,0,0
101,2001-08-12,PMT,-1872.756887,1872.756887
101,2002-06-30,RES,0,0
101,2002-11-23,INT40,0,0
101,2003-06-30,RES,0,0
101,2003-09-08,PMT,-5745.710793,5745.710793
101,2004-02-08,INT70,0,0
101,2004-06-30,RES,0,0
101,2004-11-28,INT90,0,0
101,2005-04-23,PMT,-4275.028925,4275.028925
102,2001-04-12,RPT,4088.761138,0
102,2001-06-30,RES,0,0
102,2001-12-24,INT40,0,0
102,2002-06-30,RES,0,0
102,2002-07-03,INT70,0,0
102,2002-11-08,INT90,0,0
102,2003-01-11,PMT,-4088.761138,4088.761138
103,2001-03-14,RPT,12594.36878,0
103,2001-06-30,RES,0,0
103,2002-03-18,INT40,0,0
103,2002-06-30,RES,0,0
103,2002-12-19,INT70,0,0
103,2003-06-21,INT90,0,0
103,2003-06-30,RES,0,0
103,2003-09-21,PMT,-12594.36878,12594.36878
104,2001-06-03,RPT,17353.33912,0
104,2001-06-30,RES,0,0
104,2001-12-18,PMT,-4344.939035,4344.939035
104,2002-06-30,RES,0,0
104,2003-06-30,RES,0,0
104,2004-06-30,RES,0,0
104,2004-12-25,PMT,-5320.661758,5320.661758
104,2005-02-05,INT40,0,0
104,2005-06-30,RES,0,0
104,2006-06-30,RES,0,0
104,2006-10-04,PMT,-4161.167608,4161.167608
104,2007-06-30,RES,0,0
104,2007-11-10,INT70,0,0
104,2008-06-30,RES,0,0
104,2008-07-23,PMT,-3378.626176,3378.626176
104,2009-06-30,RES,0,0
104,2009-09-12,INT90,0,0
104,2010-06-30,RES,0,0
104,2010-08-13,PMT,-147.9445467,147.9445467
105,2001-04-15,RPT,4644.747539,0
105,2001-06-30,RES,0,0
105,2002-06-30,RES,0,0
105,2003-06-30,RES,0,0
105,2003-08-20,INT40,0,0
105,2004-06-30,RES,0,0
105,2005-05-23,INT70,0,0
105,2005-06-30,RES,0,0
105,2006-06-30,RES,0,0
105,2006-07-25,INT90,0,0
105,2007-02-24,PMT,-4644.747539,4644.747539
106,2001-03-21,RPT,2918.550574,0
106,2001-06-30,RES,0,0
106,2001-10-14,INT40,0,0
106,2002-03-18,INT70,0,0
106,2002-06-29,INT90,0,0
106,2002-06-30,RES,0,0
106,2002-08-19,PMT,-2918.550574,2918.550574
107,2001-04-30,RPT,8010.051704,0
107,2001-06-30,RES,0,0
107,2001-07-20,PMT,-3641.729638,3641.729638
107,2001-08-26,PMT,-2849.873479,2849.873479
107,2001-12-02,INT40,0,0
107,2002-05-13,INT70,0,0
107,2002-06-30,RES,0,0
107,2002-08-29,INT90,0,0
107,2002-10-21,PMT,-1518.448587,1518.448587
108,2001-05-06,RPT,4762.568463,0
108,2001-06-30,RES,0,0
108,2001-12-07,PMT,-4191.783381,4191.783381
108,2002-02-04,INT40,0,0
108,2002-06-30,RES,0,0
108,2002-08-28,INT70,0,0
108,2003-01-12,INT90,0,0
108,2003-03-21,PMT,-570.7850817,570.7850817
109,2001-07-18,RPT,752.7894091,0
109,2002-01-14,INT40,0,0
109,2002-05-29,INT70,0,0
109,2002-06-30,RES,0,0
109,2002-08-27,INT90,0,0
109,2002-10-10,PMT,-752.7894091,752.7894091
110,2001-07-13,RPT,1169.230787,0
110,2001-09-27,INT40,0,0
110,2001-11-23,INT70,0,0
110,2001-12-31,INT90,0,0
110,2002-01-18,PMT,-1169.230787,1169.230787
111,2001-03-31,RPT,26366.79809,0
111,2001-06-30,RES,0,0
111,2001-09-09,PMT,-4373.555455,4373.555455
111,2001-09-24,PMT,-2532.20335,2532.20335
111,2002-06-30,RES,0,0
111,2002-09-01,INT40,0,0
111,2003-06-30,RES,0,0
111,2003-09-25,INT70,0,0
111,2004-06-10,INT90,0,0
111,2004-06-30,RES,0,0
111,2004-10-17,PMT,-19461.03929,19461.03929
112,2001-06-03,RPT,1470.866898,0
112,2001-06-30,RES,0,0
112,2001-11-15,INT40,0,0
112,2002-03-19,INT70,0,0
112,2002-06-09,INT90,0,0
112,2002-06-30,RES,0,0
112,2002-07-20,PMT,-1470.866898,1470.866898
113,2001-07-11,RPT,6915.349562,0
113,2002-02-20,INT40,0,0
113,2002-03-12,PMT,-854.0661872,854.0661872
113,2002-06-30,RES,0,0
113,2002-08-08,INT70,0,0
113,2002-11-28,INT90,0,0
113,2003-01-23,PMT,-6061.283375,6061.283375
114,2001-04-16,RPT,11580.51893,0
114,2001-06-30,RES,0,0
114,2002-04-10,PMT,-1081.852458,1081.852458
114,2002-06-30,RES,0,0
114,2003-06-30,RES,0,0
114,2004-06-30,RES,0,0
114,2005-06-23,PMT,-4377.681773,4377.681773
114,2005-06-30,RES,0,0
114,2005-08-06,INT40,0,0
114,2006-06-30,RES,0,0
114,2007-02-07,PMT,-2261.962619,2261.962619
114,2007-06-30,RES,0,0
114,2008-06-30,RES,0,0
114,2008-10-21,PMT,-2399.567289,2399.567289
114,2008-10-30,INT70,0,0
114,2009-06-30,RES,0,0
114,2010-06-30,RES,0,0
114,2010-12-23,PMT,-682.2036669,682.2036669
114,2010-12-25,INT90,0,0
114,2011-06-30,RES,0,0
114,2012-01-22,PMT,-777.2511204,777.2511204
115,2001-03-11,RPT,3140.862987,0
115,2001-06-30,RES,0,0
115,2002-06-30,RES,0,0
115,2002-10-21,INT40,0,0
115,2003-06-30,RES,0,0
115,2004-01-06,INT70,0,0
115,2004-06-30,RES,0,0
115,2004-10-27,INT90,0,0
115,2005-03-23,PMT,-3140.862987,3140.862987
116,2001-06-16,RPT,30228.05732,0
116,2001-06-30,RES,0,0
116,2002-02-12,PMT,-6190.831337,6190.831337
116,2002-06-30,RES,0,0
116,2002-11-22,PMT,-1718.492102,1718.492102
116,2003-01-01,PMT,-2254.999562,2254.999562
116,2003-06-30,RES,0,0
116,2003-09-17,PMT,-2922.194582,2922.194582
116,2004-06-30,RES,0,0
116,2004-10-28,INT40,0,0
116,2004-12-28,PMT,-312.8054189,312.8054189
116,2005-06-30,RES,0,0
116,2005-11-01,PMT,-4636.442139,4636.442139
116,2006-06-30,RES,0,0
116,2007-05-09,INT70,0,0
116,2007-06-30,RES,0,0
116,2008-06-30,RES,0,0
116,2008-11-29,PMT,-8798.085829,8798.085829
116,2009-01-13,INT90,0,0
116,2009-06-08,PMT,-2883.692111,2883.692111
116,2009-06-30,RES,0,0
116,2009-11-16,PMT,-510.5142363,510.5142363
117,2001-07-26,RPT,1322.107752,0
117,2002-06-30,RES,0,0
117,2003-06-30,RES,0,0
117,2003-07-25,INT40,0,0
117,2004-06-30,RES,0,0
117,2005-01-22,INT70,0,0
117,2005-06-30,RES,0,0
117,2006-01-22,INT90,0,0
117,2006-06-30,RES,0,0
117,2006-07-22,PMT,-1322.107752,1322.107752
118,2001-04-26,RPT,1384.426563,0
118,2001-06-30,RES,0,0
118,2002-04-10,INT40,0,0
118,2002-06-30,RES,0,0
118,2002-12-28,INT70,0,0
118,2003-06-20,INT90,0,0
118,2003-06-30,RES,0,0
118,2003-09-15,PMT,-1384.426563,1384.426563
119,2001-07-17,RPT,10199.66234,0
119,2001-07-27,PMT,-2790.991035,2790.991035
119,2001-08-29,PMT,-3804.287559,3804.287559
119,2002-06-30,RES,0,0
119,2003-06-30,RES,0,0
119,2004-03-29,INT40,0,0
119,2004-06-30,RES,0,0
119,2004-09-28,PMT,-977.0200682,977.0200682
119,2005-06-30,RES,0,0
119,2006-04-08,INT70,0,0
119,2006-06-30,RES,0,0
119,2007-06-30,RES,0,0
119,2007-08-15,INT90,0,0
119,2008-04-17,PMT,-2627.363679,2627.363679
120,2001-04-02,RPT,1524.960709,0
120,2001-06-30,RES,0,0
120,2002-01-29,INT40,0,0
120,2002-06-30,RES,0,0
120,2002-09-12,INT70,0,0
120,2003-02-10,INT90,0,0
120,2003-04-26,PMT,-1524.960709,1524.960709
121,2001-08-15,RPT,23158.98475,0
121,2002-06-30,RES,0,0
121,2003-06-30,RES,0,0
121,2003-08-19,PMT,-3178.192216,3178.192216
121,2004-06-30,RES,0,0
121,2005-06-30,RES,0,0
121,2006-06-30,RES,0,0
121,2006-10-15,PMT,-3467.647619,3467.647619
121,2007-06-30,RES,0,0
121,2008-06-30,RES,0,0
121,2009-06-30,RES,0,0
121,2010-06-30,RES,0,0
121,2011-06-30,RES,0,0
121,2012-06-30,RES,0,0
121,2012-08-27,INT40,0,0
121,2013-06-30,RES,0,0
121,2014-06-30,RES,0,0
121,2015-06-30,RES,0,0
121,2016-06-30,RES,0,0
121,2017-06-30,RES,0,0
121,2018-06-30,RES,0,0
121,2019-06-30,RES,0,0
121,2020-06-30,RES,0,0
121,2020-12-05,INT70,0,0
121,2021-06-30,RES,0,0
121,2021-11-18,PMT,-1728.432281,1728.432281
121,2022-06-30,RES,0,0
121,2023-06-30,RES,0,0
121,2024-06-30,RES,0,0
121,2025-06-30,RES,0,0
121,2025-10-17,PMT,-1225.282636,1225.282636
121,2026-06-12,INT90,0,0
121,2026-06-30,RES,0,0
121,2026-08-04,PMT,-10296.51134,10296.51134
121,2027-06-30,RES,0,0
121,2028-06-30,RES,0,0
121,2029-03-15,PMT,-3262.918653,3262.918653
122,2001-04-22,RPT,11317.58027,0
122,2001-05-26,PMT,-3091.485773,3091.485773
122,2001-06-30,RES,0,0
122,2002-06-30,RES,0,0
122,2002-08-08,PMT,-3549.423156,3549.423156
122,2002-11-18,INT40,0,0
122,2003-06-30,RES,0,0
122,2004-01-24,INT70,0,0
122,2004-06-30,RES,0,0
122,2004-11-06,INT90,0,0
122,2005-03-30,PMT,-4676.67134,4676.67134
123,2001-03-12,RPT,14795.62634,0
123,2001-06-30,RES,0,0
123,2002-02-09,INT40,0,0
123,2002-06-30,RES,0,0
123,2002-10-17,INT70,0,0
123,2003-04-02,INT90,0,0
123,2003-06-23,PMT,-14795.62634,14795.62634
124,2001-12-12,RPT,5329.23827,0
124,2002-06-30,RES,0,0
124,2002-10-08,INT40,0,0
124,2003-05-21,INT70,0,0
124,2003-06-30,RES,0,0
124,2003-10-18,INT90,0,0
124,2003-12-31,PMT,-5329.23827,5329.23827
125,2001-04-03,RPT,52846.96724,0
125,2001-06-30,RES,0,0
125,2002-06-30,RES,0,0
125,2003-06-30,RES,0,0
125,2004-06-30,RES,0,0
125,2005-03-24,PMT,-2979.525944,2979.525944
125,2005-06-30,RES,0,0
125,2006-03-25,PMT,-2357.170068,2357.170068
125,2006-06-30,RES,0,0
125,2007-06-30,RES,0,0
125,2008-06-30,RES,0,0
125,2009-01-14,PMT,-5112.799039,5112.799039
125,2009-05-25,PMT,-2436.916355,2436.916355
125,2009-06-30,RES,0,0
125,2010-05-30,PMT,-1499.001674,1499.001674
125,2010-06-30,RES,0,0
125,2010-09-22,PMT,-28507.95147,28507.95147
125,2010-11-02,INT40,0,0
125,2011-06-30,RES,0,0
125,2012-06-30,RES,0,0
125,2013-06-30,RES,0,0
125,2014-06-30,RES,0,0
125,2015-06-30,RES,0,0
125,2016-06-30,RES,0,0
125,2017-06-30,RES,0,0
125,2018-01-09,INT70,0,0
125,2018-06-30,RES,0,0
125,2019-06-30,RES,0,0
125,2020-06-30,RES,0,0
125,2021-06-30,RES,0,0
125,2022-06-30,RES,0,0
125,2022-10-25,INT90,0,0
125,2023-06-30,RES,0,0
125,2024-06-05,PMT,-7171.824864,7171.824864
125,2024-06-30,RES,0,0
125,2025-03-18,PMT,-2781.777824,2781.777824
126,2001-05-22,RPT,8316.446808,0
126,2001-06-30,RES,0,0
126,2002-06-30,RES,0,0
126,2003-06-30,RES,0,0
126,2003-12-17,INT40,0,0
126,2004-06-30,RES,0,0
126,2005-06-30,RES,0,0
126,2005-11-21,INT70,0,0
126,2006-06-30,RES,0,0
126,2007-03-05,INT90,0,0
126,2007-06-30,RES,0,0
126,2007-10-26,PMT,-8316.446808,8316.446808
127,2001-04-16,RPT,6461.972115,0
127,2001-06-30,RES,0,0
127,2001-07-30,PMT,-3500.458093,3500.458093
127,2002-01-16,PMT,-648.1020134,648.1020134
127,2002-06-30,RES,0,0
127,2002-12-22,INT40,0,0
127,2003-06-30,RES,0,0
127,2004-03-28,INT70,0,0
127,2004-06-30,RES,0,0
127,2005-01-30,INT90,0,0
127,2005-06-30,RES,0,0
127,2005-07-02,PMT,-2313.412009,2313.412009
128,2001-05-20,RPT,7751.870906,0
128,2001-06-24,PMT,-3343.98285,3343.98285
128,2001-06-30,RES,0,0
128,2002-03-29,INT40,0,0
128,2002-06-30,RES,0,0
128,2002-09-23,PMT,-3753.1415,3753.1415
128,2002-11-19,INT70,0,0
128,2003-04-25,INT90,0,0
128,2003-06-30,RES,0,0
128,2003-07-11,PMT,-654.7465559,654.7465559
129,2001-06-30,RPT,10545.01658,0
129,2001-10-26,PMT,-3068.742672,3068.742672
129,2002-06-30,RES,0,0
129,2002-07-21,PMT,-5210.340613,5210.340613
129,2002-09-02,INT40,0,0
129,2003-06-30,RES,0,0
129,2003-07-21,INT70,0,0
129,2004-02-20,INT90,0,0
129,2004-06-06,PMT,-2265.933294,2265.933294
130,2001-04-27,RPT,3486.619529,0
130,2001-06-30,RES,0,0
130,2001-08-20,PMT,-2613.295771,2613.295771
130,2001-10-12,INT40,0,0
130,2002-02-14,INT70,0,0
130,2002-05-09,INT90,0,0
130,2002-06-20,PMT,-873.3237576,873.3237576
131,2001-04-16,RPT,19080.81579,0
131,2001-06-30,RES,0,0
131,2002-05-04,PMT,-1229.627729,1229.627729
131,2002-05-23,PMT,-14605.0314,14605.0314
131,2002-06-30,RES,0,0
131,2003-06-30,RES,0,0
131,2004-02-12,INT40,0,0
131,2004-06-30,RES,0,0
131,2005-06-30,RES,0,0
