SimulationNo,OccurrenceNo,ClaimNo,TransactionDate,Action,CaseReserve,Payment,Loss
1,10054,10054,2009-06-30,RES,0,0,0
1,10054,10054,2010-06-30,RES,0,0,0
1,10054,10054,2011-06-30,RES,0,0,0
1,10054,10054,2012-06-30,RES,0,0,0
1,10054,10054,2012-08-25,INT40,0,0,0
1,10054,10054,2013-06-30,RES,0,0,0
1,10054,10054,2014-06-30,RES,0,0,0
1,10054,10054,2015-01-07,INT70,0,0,0
1,10054,10054,2015-06-30,RES,0,0,0
1,10054,10054,2016-06-30,RES,0,0,0
1,10054,10054,2016-08-06,INT90,0,0,0
1,10054,10054,2017-05-21,PMT,-3077.87943449496,5129.7990574916,0
1,10055,10055,2009-12-05,RPT,2993.72782656227,0,0
1,10055,10055,2010-06-30,RES,0,0,0
1,10055,10055,2011-06-30,RES,0,0,0
1,10055,10055,2012-03-20,INT40,0,0,0
1,10055,10055,2012-06-30,RES,0,0,0
1,10055,10055,2013-06-30,RES,0,0,0
1,10055,10055,2013-12-07,INT70,0,0,0
1,10055,10055,2014-06-30,RES,0,0,0
1,10055,10055,2015-01-29,INT90,0,0,0
1,10055,10055,2015-06-30,RES,1451.50440075747,0,0
1,10055,10055,2015-08-26,PMT,-4445.23222731974,4989.54637760379,0
1,10056,10056,2009-05-19,RPT,3306.8890602153,0,0
1,10056,10056,2009-06-30,RES,0,0,0
1,10056,10056,2010-06-30,RES,0,0,0
1,10056,10056,2011-05-26,INT40,0,0,0
1,10056,10056,2011-06-30,RES,0,0,0
1,10056,10056,2012-06-30,RES,0,0,0
1,10056,10056,2012-11-28,INT70,0,0,0
1,10056,10056,2013-06-30,RES,0,0,0
1,10056,10056,2013-12-02,INT90,0,0,0
1,10056,10056,2014-06-04,PMT,-3306.8890602153,5511.4817670255,0
1,10057,10057,2009-10-15,RPT,3802.98853671212,0,0
1,10057,10057,2010-06-30,RES,0,0,0
1,10057,10057,2010-08-10,INT40,0,0,0
1,10057,10057,2011-03-22,INT70,0,0,0
1,10057,10057,2011-06-30,RES,0,0,0
1,10057,10057,2011-08-18,INT90,0,0,0
1,10057,10057,2011-11-01,PMT,-3802.98853671212,6338.31422785354,0
1,10058,10058,2009-07-10,RPT,4298.93521389922,0,0
1,10058,10058,2009-10-22,INT40,0,0,0
1,10058,10058,2010-01-07,INT70,0,0,0
1,10058,10058,2010-02-28,INT90,0,0,0
1,10058,10058,2010-03-26,PMT,-4298.93521389922,7164.89202316537,0
1,10059,10059,2010-10-24,RPT,2625.3488989801,0,0
1,10059,10059,2011-05-07,INT40,0,0,0
1,10059,10059,2011-06-30,RES,0,0,0
1,10059,10059,2011-10-01,INT70,0,0,0
1,10059,10059,2012-01-06,INT90,0,0,0
1,10059,10059,2012-02-24,PMT,-2625.3488989801,4375.58149830016,0
1,1006,1006,2002-05-18,RPT,3216.44288426467,0,0
1,1006,1006,2002-06-30,RES,0,0,0
1,1006,1006,2003-06-30,RES,0,0,0
1,1006,1006,2004-06-30,RES,0,0,0
1,1006,1006,2005-06-30,RES,0,0,0
1,1006,1006,2006-06-30,RES,0,0,0
1,1006,1006,2007-06-30,RES,0,0,0
1,1006,1006,2008-02-20,INT40,0,0,0
1,1006,1006,2008-06-30,RES,0,0,0
1,1006,1006,2009-06-30,RES,0,0,0
1,1006,1006,2010-06-30,RES,0,0,0
1,1006,1006,2011-06-30,RES,0,0,0
1,1006,1006,2012-06-17,INT70,0,0,0
1,1006,1006,2012-06-30,RES,0,0,0
1,1006,1006,2013-06-30,RES,0,0,0
1,1006,1006,2014-06-30,RES,0,0,0
1,1006,1006,2015-05-05,INT90,0,0,0
1,1006,1006,2015-06-30,RES,228.654179569469,0,0
1,1006,1006,2016-06-30,RES,1491.75454050671,0,0
1,1006,1006,2016-10-12,PMT,-4936.85160434084,5360.73814044111,0
1,10060,10060,2009-07-01,RPT,2797.498617858,0,0
1,10060,10060,2010-06-30,RES,0,0,0
1,10060,10060,2010-10-01,INT40,0,0,0
1,10060,10060,2011-06-30,RES,0,0,0
1,10060,10060,2011-09-09,INT70,0,0,0
1,10060,10060,2012-04-25,INT90,0,0,0
1,10060,10060,2012-06-30,RES,1081.79736578586,0,0
1,10060,10060,2012-08-17,PMT,-3879.29598364386,4662.49769643,0
1,10061,10061,2010-09-28,RPT,2939.54820921112,0,0
1,10061,10061,2011-03-28,INT40,0,0,0
1,10061,10061,2011-06-30,RES,0,0,0
1,10061,10061,2011-08-10,INT70,0,0,0
1,10061,10061,2011-11-09,INT90,0,0,0
1,10061,10061,2011-12-24,PMT,-2939.54820921112,4899.24701535187,0
1,10062,10062,2010-09-04,RPT,3395.8292560772,0,0
1,10062,10062,2010-10-27,INT40,0,0,0
1,10062,10062,2010-12-06,INT70,0,0,0
1,10062,10062,2011-01-02,INT90,0,0,0
1,10062,10062,2011-01-15,PMT,-3395.8292560772,5659.71542679533,0
1,10063,10063,2012-05-31,RPT,2316.94742690409,0,0
1,10063,10063,2012-06-30,RES,0,0,0
1,10063,10063,2013-06-30,RES,0,0,0
1,10063,10063,2014-06-10,INT40,0,0,0
1,10063,10063,2014-06-30,RES,0,0,0
1,10063,10063,2015-06-30,RES,0,0,0
1,10063,10063,2015-12-16,INT70,0,0,0
1,10063,10063,2016-06-30,RES,0,0,0
1,10063,10063,2016-12-20,INT90,0,0,0
1,10063,10063,2017-06-23,PMT,-2316.94742690409,3861.57904484015,0
1,10064,10064,2009-12-27,RPT,2493.40135400541,0,0
1,10064,10064,2010-06-30,RES,0,0,0
1,10064,10064,2011-06-30,RES,0,0,0
1,10064,10064,2012-01-06,INT40,0,0,0
1,10064,10064,2012-06-30,RES,0,0,0
1,10064,10064,2013-06-30,RES,0,0,0
1,10064,10064,2013-07-15,INT70,0,0,0
1,10064,10064,2014-06-30,RES,0,0,0
1,10064,10064,2014-07-20,INT90,0,0,0
1,10064,10064,2015-01-21,PMT,-2493.40135400541,4155.66892334235,0
1,10065,10065,2010-04-27,RPT,2446.20500847092,0,0
1,10065,10065,2010-06-30,RES,0,0,0
1,10065,10065,2011-06-30,RES,0,0,0
1,10065,10065,2011-08-24,INT40,0,0,0
1,10065,10065,2012-06-30,RES,0,0,0
1,10065,10065,2012-08-21,INT70,0,0,0
1,10065,10065,2013-04-20,INT90,0,0,0
1,10065,10065,2013-06-30,RES,956.917661715896,0,0
1,10065,10065,2013-08-19,PMT,-3403.12267018681,4077.00834745153,0
1,10066,10066,2010-05-08,RPT,2030.86949235056,0,0
1,10066,10066,2010-06-30,RES,0,0,0
1,10066,10066,2010-12-10,INT40,0,0,0
1,10066,10066,2011-05-22,INT70,0,0,0
1,10066,10066,2011-06-30,RES,0,0,0
1,10066,10066,2011-09-07,INT90,0,0,0
1,10066,10066,2011-10-31,PMT,-2030.86949235056,3384.78248725094,0
1,10067,10067,2009-10-11,RPT,2588.23338639013,0,0
1,10067,10067,2010-03-30,INT40,0,0,0
1,10067,10067,2010-06-30,RES,0,0,0
1,10067,10067,2010-08-04,INT70,0,0,0
1,10067,10067,2010-10-28,INT90,0,0,0
1,10067,10067,2010-12-09,PMT,-2588.23338639013,4313.72231065021,0
1,10068,10068,2009-07-06,RPT,2636.11685795,0,0
1,10068,10068,2010-06-30,RES,0,0,0
1,10068,10068,2011-02-14,INT40,0,0,0
1,10068,10068,2011-06-30,RES,0,0,0
1,10068,10068,2012-04-30,INT70,0,0,0
1,10068,10068,2012-06-30,RES,0,0,0
1,10068,10068,2013-02-18,INT90,0,0,0
1,10068,10068,2013-06-30,RES,1578.08356122177,0,0
1,10068,10068,2013-07-15,PMT,-4214.20041917177,4393.52809658333,0
1,10069,10069,2009-08-02,RPT,2501.07370109969,0,0
1,10069,10069,2010-01-15,INT40,0,0,0
1,10069,10069,2010-05-20,INT70,0,0,0
1,10069,10069,2010-06-30,RES,0,0,0
1,10069,10069,2010-08-11,INT90,0,0,0
1,10069,10069,2010-09-22,PMT,-2501.07370109969,4168.45616849949,0
1,1007,1007,2002-01-10,RPT,2336.3176130017,0,0
1,1007,1007,2002-02-05,INT40,0,0,0
1,1007,1007,2002-02-24,INT70,0,0,0
1,1007,1007,2002-03-09,INT90,0,0,0
1,1007,1007,2002-03-15,PMT,-2336.3176130017,3893.86268833616,0
1,10070,10070,2009-12-10,RPT,2612.12561847004,0,0
1,10070,10070,2010-06-30,RES,0,0,0
1,10070,10070,2010-12-26,INT40,0,0,0
1,10070,10070,2011-06-30,RES,0,0,0
1,10070,10070,2011-10-07,INT70,0,0,0
1,10070,10070,2012-04-15,INT90,0,0,0
1,10070,10070,2012-06-30,RES,1393.86535103233,0,0
1,10070,10070,2012-07-19,PMT,-4005.99096950237,4353.54269745007,0
1,10071,10071,2011-08-07,RPT,3702.06889706084,0,0
1,10071,10071,2012-06-30,RES,0,0,0
1,10071,10071,2013-06-30,RES,0,0,0
1,10071,10071,2013-07-04,INT40,0,0,0
1,10071,10071,2014-06-30,RES,0,0,0
1,10071,10071,2014-12-08,INT70,0,0,0
1,10071,10071,2015-06-30,RES,0,0,0
1,10071,10071,2015-11-22,INT90,0,0,0
1,10071,10071,2016-05-14,PMT,-3702.06889706084,6170.11482843473,0
1,10072,10072,2012-03-05,RPT,2337.61545560518,0,0
1,10072,10072,2012-06-30,RES,0,0,0
1,10072,10072,2012-09-01,INT40,0,0,0
1,10072,10072,2013-01-14,INT70,0,0,0
1,10072,10072,2013-04-14,INT90,0,0,0
1,10072,10072,2013-05-29,PMT,-2337.61545560518,3896.02575934197,0
1,10073,10073,2009-10-31,RPT,2388.41396552608,0,0
1,10073,10073,2010-06-30,RES,0,0,0
1,10073,10073,2010-07-06,INT40,0,0,0
1,10073,10073,2011-01-08,INT70,0,0,0
1,10073,10073,2011-05-12,INT90,0,0,0
1,10073,10073,2011-06-30,RES,1258.41165925567,0,0
1,10073,10073,2011-07-13,PMT,-3646.82562478175,3980.68994254346,0
1,10074,10074,2009-07-12,RPT,2324.18038530042,0,0
1,10074,10074,2010-04-17,INT40,0,0,0
1,10074,10074,2010-06-30,RES,0,0,0
1,10074,10074,2010-11-12,INT70,0,0,0
1,10074,10074,2011-03-31,INT90,0,0,0
1,10074,10074,2011-06-09,PMT,-2324.18038530042,3873.6339755007,0
1,10075,10075,2009-05-29,RPT,3238.70070569291,0,0
1,10075,10075,2009-06-18,INT40,0,0,0
1,10075,10075,2009-06-30,RES,0,0,0
1,10075,10075,2009-07-04,INT70,0,0,0
1,10075,10075,2009-07-14,INT90,0,0,0
1,10075,10075,2009-07-19,PMT,-3238.70070569291,5397.83450948818,0
1,10076,10076,2009-06-18,RPT,3127.21806411263,0,0
1,10076,10076,2009-06-30,RES,0,0,0
1,10076,10076,2010-05-14,INT40,0,0,0
1,10076,10076,2010-06-30,RES,0,0,0
1,10076,10076,2011-01-17,INT70,0,0,0
1,10076,10076,2011-06-30,INT90,0,0,0
1,10076,10076,2011-09-21,PMT,-3127.21806411263,5212.03010685438,0
1,10077,10077,2010-09-07,RPT,3089.90944613723,0,0
1,10077,10077,2011-06-30,RES,0,0,0
1,10077,10077,2012-06-30,RES,0,0,0
1,10077,10077,2012-08-15,INT40,0,0,0
1,10077,10077,2013-06-30,RES,0,0,0
1,10077,10077,2014-01-28,INT70,0,0,0
1,10077,10077,2014-06-30,RES,0,0,0
1,10077,10077,2015-01-17,INT90,0,0,0
1,10077,10077,2015-06-30,RES,1908.64462962902,0,0
1,10077,10077,2015-07-13,PMT,-4998.55407576626,5149.84907689539,0
1,10078,10078,2009-10-07,RPT,3122.7540670007,0,0
1,10078,10078,2009-10-14,INT40,0,0,0
1,10078,10078,2009-10-19,INT70,0,0,0
1,10078,10078,2009-10-22,INT90,0,0,0
1,10078,10078,2009-10-24,PMT,-3122.7540670007,5204.59011166783,0
1,10079,10079,2009-09-17,RPT,2149.38834661969,0,0
1,10079,10079,2010-04-27,INT40,0,0,0
1,10079,10079,2010-06-30,RES,0,0,0
1,10079,10079,2010-10-11,INT70,0,0,0
1,10079,10079,2011-01-30,INT90,0,0,0
1,10079,10079,2011-03-27,PMT,-2149.38834661969,3582.31391103281,0
1,1008,1008,2003-10-07,RPT,3401.48261369102,0,0
1,1008,1008,2004-06-30,RES,0,0,0
1,1008,1008,2005-04-14,INT40,0,0,0
1,1008,1008,2005-06-30,RES,0,0,0
1,1008,1008,2006-06-04,INT70,0,0,0
1,1008,1008,2006-06-30,RES,0,0,0
1,1008,1008,2007-03-08,INT90,0,0,0
1,1008,1008,2007-06-30,RES,1858.92128419452,0,0
1,1008,1008,2007-07-25,PMT,-5260.40389788554,5669.13768948504,0
1,10080,10080,2009-08-22,RPT,3013.1746104977,0,0
1,10080,10080,2010-06-30,RES,0,0,0
1,10080,10080,2011-01-27,INT40,0,0,0
1,10080,10080,2011-06-30,RES,0,0,0
1,10080,10080,2012-02-24,INT70,0,0,0
1,10080,10080,2012-06-30,RES,0,0,0
1,10080,10080,2012-11-11,INT90,0,0,0
1,10080,10080,2013-03-22,PMT,-3013.1746104977,5021.95768416283,0
1,10081,10081,2009-12-06,RPT,2756.05017564619,0,0
1,10081,10081,2010-06-30,RES,0,0,0
1,10081,10081,2011-06-30,RES,0,0,0
1,10081,10081,2012-06-30,RES,0,0,0
1,10081,10081,2013-06-30,RES,0,0,0
1,10081,10081,2014-06-30,RES,0,0,0
1,10081,10081,2015-06-07,INT40,0,0,0
1,10081,10081,2015-06-30,RES,0,0,0
1,10081,10081,2016-06-30,RES,0,0,0
1,10081,10081,2017-06-30,RES,0,0,0
1,10081,10081,2018-06-30,RES,0,0,0
1,10081,10081,2019-06-30,RES,0,0,0
1,10081,10081,2019-07-22,INT70,0,0,0
1,10081,10081,2020-06-30,RES,0,0,0
1,10081,10081,2021-06-30,RES,0,0,0
1,10081,10081,2022-04-22,INT90,0,0,0
1,10081,10081,2022-06-30,RES,253.177581514291,0,0
1,10081,10081,2023-06-30,RES,1335.40198342076,0,0
1,10081,10081,2023-09-06,PMT,-4344.62974058125,4593.41695941032,0
1,10082,10082,2009-10-13,RPT,2484.01968214993,0,0
1,10082,10082,2010-01-23,INT40,0,0,0
1,10082,10082,2010-04-09,INT70,0,0,0
1,10082,10082,2010-05-30,INT90,0,0,0
1,10082,10082,2010-06-24,PMT,-2484.01968214993,4140.03280358322,0
1,10083,10083,2009-08-27,RPT,2991.87747651101,0,0
1,10083,10083,2010-06-30,RES,0,0,0
1,10083,10083,2010-10-04,INT40,0,0,0
1,10083,10083,2011-06-30,RES,0,0,0
1,10083,10083,2011-08-03,INT70,0,0,0
1,10083,10083,2012-02-20,INT90,0,0,0
1,10083,10083,2012-05-31,PMT,-2991.87747651101,4986.46246085168,0
1,10084,10084,2009-10-12,RPT,2809.07932545947,0,0
1,10084,10084,2010-02-05,INT40,0,0,0
1,10084,10084,2010-05-04,INT70,0,0,0
1,10084,10084,2010-06-30,RES,0,0,0
1,10084,10084,2010-07-01,INT90,0,0,0
1,10084,10084,2010-07-30,PMT,-2809.07932545947,4681.79887576578,0
1,10085,10085,2009-12-27,RPT,3268.81861478222,0,0
1,10085,10085,2010-06-30,RES,0,0,0
1,10085,10085,2010-09-18,INT40,0,0,0
1,10085,10085,2011-04-04,INT70,0,0,0
1,10085,10085,2011-06-30,RES,0,0,0
1,10085,10085,2011-08-15,INT90,0,0,0
1,10085,10085,2011-10-20,PMT,-3268.81861478222,5448.03102463704,0
1,10086,10086,2010-10-19,RPT,2711.2954816701,0,0
1,10086,10086,2011-06-30,RES,0,0,0
1,10086,10086,2012-02-19,INT40,0,0,0
1,10086,10086,2012-06-30,RES,0,0,0
1,10086,10086,2013-02-20,INT70,0,0,0
1,10086,10086,2013-06-30,RES,0,0,0
1,10086,10086,2013-10-22,INT90,0,0,0
1,10086,10086,2014-02-21,PMT,-2711.2954816701,4518.8258027835,0
1,10087,10087,2010-04-16,RPT,2974.83763131625,0,0
1,10087,10087,2010-06-30,RES,0,0,0
1,10087,10087,2011-06-30,RES,0,0,0
1,10087,10087,2012-06-30,RES,0,0,0
1,10087,10087,2012-11-09,INT40,0,0,0
1,10087,10087,2013-06-30,RES,0,0,0
1,10087,10087,2014-06-30,RES,0,0,0
1,10087,10087,2014-10-13,INT70,0,0,0
1,10087,10087,2015-06-30,RES,0,0,0
1,10087,10087,2016-01-25,INT90,0,0,0
1,10087,10087,2016-06-30,RES,1331.73903062906,0,0
1,10087,10087,2016-09-15,PMT,-4306.57666194531,4958.06271886042,0
1,10088,10088,2011-01-23,RPT,2878.07231421623,0,0
1,10088,10088,2011-02-07,INT40,0,0,0
1,10088,10088,2011-02-19,INT70,0,0,0
1,10088,10088,2011-02-26,INT90,0,0,0
1,10088,10088,2011-03-02,PMT,-2878.07231421623,4796.78719036039,0
1,10089,10089,2009-09-16,RPT,4041.73676702021,0,0
1,10089,10089,2009-09-20,INT40,0,0,0
1,10089,10089,2009-09-22,INT70,0,0,0
1,10089,10089,2009-09-24,INT90,0,0,0
1,10089,10089,2009-09-25,PMT,-4041.73676702021,6736.22794503369,0
1,1009,1009,2002-08-21,RPT,2693.56255008388,0,0
1,1009,1009,2003-06-30,RES,0,0,0
1,1009,1009,2004-06-30,RES,0,0,0
1,1009,1009,2005-06-30,RES,0,0,0
1,1009,1009,2006-04-29,INT40,0,0,0
1,1009,1009,2006-06-30,RES,0,0,0
1,1009,1009,2007-06-30,RES,0,0,0
1,1009,1009,2008-06-30,RES,0,0,0
1,1009,1009,2009-02-02,INT70,0,0,0
1,1009,1009,2009-06-30,RES,0,0,0
1,1009,1009,2010-06-30,RES,0,0,0
1,1009,1009,2010-12-07,INT90,0,0,0
1,1009,1009,2011-06-30,RES,1091.71815464245,0,0
1,1009,1009,2011-11-09,PMT,-3785.28070472633,4489.27091680647,0
1,10090,10090,2009-10-05,RPT,3532.99816937956,0,0
1,10090,10090,2010-03-04,INT40,0,0,0
1,10090,10090,2010-06-24,INT70,0,0,0
1,10090,10090,2010-06-30,RES,0,0,0
1,10090,10090,2010-09-07,INT90,0,0,0
1,10090,10090,2010-10-14,PMT,-3532.99816937956,5888.33028229927,0
1,10091,10091,2010-04-18,RPT,2951.44422774037,0,0
1,10091,10091,2010-06-30,RES,0,0,0
1,10091,10091,2011-01-10,INT40,0,0,0
1,10091,10091,2011-06-30,RES,0,0,0
1,10091,10091,2011-07-30,INT70,0,0,0
1,10091,10091,2011-12-10,INT90,0,0,0
1,10091,10091,2012-02-15,PMT,-2951.44422774037,4919.07371290062,0
1,10092,10092,2009-08-10,RPT,3312.45175333238,0,0
1,10092,10092,2010-06-30,RES,0,0,0
1,10092,10092,2011-06-30,RES,0,0,0
1,10092,10092,2012-06-30,RES,0,0,0
1,10092,10092,2013-04-12,INT40,0,0,0
1,10092,10092,2013-06-30,RES,0,0,0
1,10092,10092,2014-06-30,RES,0,0,0
1,10092,10092,2015-06-30,RES,0,0,0
1,10092,10092,2016-01-12,INT70,0,0,0
1,10092,10092,2016-06-30,RES,0,0,0
1,10092,10092,2017-06-30,RES,0,0,0
1,10092,10092,2017-11-13,INT90,0,0,0
1,10092,10092,2018-06-30,RES,1509.97204030187,0,0
1,10092,10092,2018-10-14,PMT,-4822.42379363425,5520.75292222063,0
1,10093,10093,2009-12-09,RPT,3675.11208918865,0,0
1,10093,10093,2010-06-30,RES,0,0,0
1,10093,10093,2011-05-17,INT40,0,0,0
1,10093,10093,2011-06-30,RES,0,0,0
1,10093,10093,2012-06-12,INT70,0,0,0
1,10093,10093,2012-06-30,RES,0,0,0
1,10093,10093,2013-03-01,INT90,0,0,0
1,10093,10093,2013-06-30,RES,2262.90324208255,0,0
1,10093,10093,2013-07-10,PMT,-5938.0153312712,6125.18681531442,0
1,10094,10094,2010-05-21,RPT,2206.67924915098,0,0
1,10094,10094,2010-06-30,RES,0,0,0
1,10094,10094,2011-06-30,RES,0,0,0
1,10094,10094,2012-06-30,RES,0,0,0
1,10094,10094,2012-11-10,INT40,0,0,0
1,10094,10094,2013-06-30,RES,0,0,0
1,10094,10094,2014-06-30,RES,0,0,0
1,10094,10094,2014-09-19,INT70,0,0,0
1,10094,10094,2015-06-30,RES,0,0,0
1,10094,10094,2015-12-15,INT90,0,0,0
1,10094,10094,2016-06-30,RES,1288.85690658376,0,0
1,10094,10094,2016-07-28,PMT,-3495.53615573474,3677.79874858497,0
1,10095,10095,2010-03-04,RPT,2980.6347544688,0,0
1,10095,10095,2010-06-30,RES,0,0,0
1,10095,10095,2010-07-29,INT40,0,0,0
1,10095,10095,2010-11-17,INT70,0,0,0
1,10095,10095,2011-01-29,INT90,0,0,0
1,10095,10095,2011-03-07,PMT,-2980.6347544688,4967.72459078134,0
1,10096,10096,2010-06-14,RPT,3061.41475129935,0,0
1,10096,10096,2010-06-30,RES,0,0,0
1,10096,10096,2011-06-30,RES,0,0,0
1,10096,10096,2011-10-20,INT40,0,0,0
1,10096,10096,2012-06-30,RES,0,0,0
1,10096,10096,2012-10-24,INT70,0,0,0
1,10096,10096,2013-06-28,INT90,0,0,0
1,10096,10096,2013-06-30,RES,0,0,0
1,10096,10096,2013-10-29,PMT,-3061.41475129935,5102.35791883225,0
1,10097,10097,2009-08-28,RPT,2684.87694077011,0,0
1,10097,10097,2010-06-30,RES,0,0,0
1,10097,10097,2011-04-16,INT40,0,0,0
1,10097,10097,2011-06-30,RES,0,0,0
1,10097,10097,2012-06-30,RES,0,0,0
1,10097,10097,2012-07-05,INT70,0,0,0
1,10097,10097,2013-04-29,INT90,0,0,0
1,10097,10097,2013-06-30,RES,744.096183719139,0,0
1,10097,10097,2013-09-25,PMT,-3428.97312448925,4474.79490128352,0
1,10098,10098,2009-06-20,RPT,2882.19743013583,0,0
1,10098,10098,2009-06-30,RES,0,0,0
1,10098,10098,2009-08-12,INT40,0,0,0
1,10098,10098,2009-09-21,INT70,0,0,0
1,10098,10098,2009-10-18,INT90,0,0,0
1,10098,10098,2009-10-31,PMT,-2882.19743013583,4803.66238355971,0
1,10099,10099,2009-07-31,RPT,2880.37150260343,0,0
1,10099,10099,2010-06-30,RES,0,0,0
1,10099,10099,2011-04-09,INT40,0,0,0
1,10099,10099,2011-06-30,RES,0,0,0
1,10099,10099,2012-06-30,RES,0,0,0
1,10099,10099,2012-07-14,INT70,0,0,0
1,10099,10099,2013-05-19,INT90,0,0,0
1,10099,10099,2013-06-30,RES,525.515250366905,0,0
1,10099,10099,2013-10-20,PMT,-3405.88675297034,4800.61917100572,0
1,101,101,2001-02-05,RPT,2909.98149425575,0,0
1,101,101,2001-06-30,RES,0,0,0
1,101,101,2002-06-30,RES,0,0,0
1,101,101,2002-11-15,INT40,0,0,0
1,101,101,2003-06-30,RES,0,0,0
1,101,101,2004-03-16,INT70,0,0,0
1,101,101,2004-06-30,RES,0,0,0
1,101,101,2005-02-03,INT90,0,0,0
1,101,101,2005-06-30,RES,1760.46998891639,0,0
1,101,101,2005-07-15,PMT,-4670.45148317214,4849.96915709291,0
1,1010,1010,2002-05-01,RPT,2018.51715141379,0,0
1,1010,1010,2002-06-30,RES,0,0,0
1,1010,1010,2002-08-08,INT40,0,0,0
1,1010,1010,2002-10-22,INT70,0,0,0
1,1010,1010,2002-12-10,INT90,0,0,0
1,1010,1010,2003-01-04,PMT,-2018.51715141379,3364.19525235632,0
1,10100,10100,2009-07-23,RPT,2674.50009120248,0,0
1,10100,10100,2009-12-26,INT40,0,0,0
1,10100,10100,2010-04-21,INT70,0,0,0
1,10100,10100,2010-06-30,RES,0,0,0
1,10100,10100,2010-07-08,INT90,0,0,0
1,10100,10100,2010-08-16,PMT,-2674.50009120248,4457.50015200414,0
1,10101,10101,2009-11-23,RPT,2305.75076117536,0,0
1,10101,10101,2010-06-30,RES,0,0,0
1,10101,10101,2011-01-20,INT40,0,0,0
1,10101,10101,2011-06-30,RES,0,0,0
1,10101,10101,2011-12-04,INT70,0,0,0
1,10101,10101,2012-06-30,RES,0,0,0
1,10101,10101,2012-07-02,INT90,0,0,0
1,10101,10101,2012-10-16,PMT,-2305.75076117536,3842.91793529227,0
1,10102,10102,2009-08-17,RPT,2761.5454719467,0,0
1,10102,10102,2010-06-30,RES,0,0,0
1,10102,10102,2010-09-17,INT40,0,0,0
1,10102,10102,2011-06-30,RES,0,0,0
1,10102,10102,2011-07-12,INT70,0,0,0
1,10102,10102,2012-01-26,INT90,0,0,0
1,10102,10102,2012-05-04,PMT,-2761.5454719467,4602.57578657784,0
1,10103,10103,2011-03-07,RPT,2514.64849837662,0,0
1,10103,10103,2011-06-30,RES,0,0,0
1,10103,10103,2012-01-14,INT40,0,0,0
1,10103,10103,2012-06-30,RES,0,0,0
1,10103,10103,2012-09-04,INT70,0,0,0
1,10103,10103,2013-02-08,INT90,0,0,0
1,10103,10103,2013-04-27,PMT,-2514.64849837662,4191.0808306277,0
1,10104,10104,2009-08-06,RPT,3762.22665999571,0,0
1,10104,10104,2010-06-30,RES,0,0,0
1,10104,10104,2011-06-30,RES,0,0,0
1,10104,10104,2012-06-30,RES,0,0,0
1,10104,10104,2013-06-30,RES,0,0,0
1,10104,10104,2014-06-30,RES,0,0,0
1,10104,10104,2015-06-30,RES,0,0,0
1,10104,10104,2015-08-14,INT40,0,0,0
1,10104,10104,2016-06-30,RES,0,0,0
1,10104,10104,2017-06-30,RES,0,0,0
1,10104,10104,2018-06-30,RES,0,0,0
1,10104,10104,2019-06-30,RES,0,0,0
1,10104,10104,2020-02-18,INT70,0,0,0
1,10104,10104,2020-06-30,RES,0,0,0
1,10104,10104,2021-06-30,RES,0,0,0
1,10104,10104,2022-06-30,RES,0,0,0
1,10104,10104,2023-02-21,INT90,0,0,0
1,10104,10104,2023-06-30,RES,587.2276649584,0,0
1,10104,10104,2024-06-30,RES,1669.97144813344,0,0
1,10104,10104,2024-08-24,PMT,-6019.42577308755,6270.37776665952,0
1,10105,10105,2009-12-12,RPT,2699.95555178107,0,0
1,10105,10105,2010-02-26,INT40,0,0,0
1,10105,10105,2010-04-24,INT70,0,0,0
1,10105,10105,2010-06-01,INT90,0,0,0
1,10105,10105,2010-06-20,PMT,-2699.95555178107,4499.92591963512,0
1,10106,10106,2010-04-17,RPT,2994.92928846629,0,0
1,10106,10106,2010-06-30,RES,0,0,0
1,10106,10106,2011-06-30,RES,0,0,0
1,10106,10106,2011-11-16,INT40,0,0,0
1,10106,10106,2012-06-30,RES,0,0,0
1,10106,10106,2013-01-23,INT70,0,0,0
1,10106,10106,2013-06-30,RES,0,0,0
1,10106,10106,2013-11-08,INT90,0,0,0
1,10106,10106,2014-04-02,PMT,-2994.92928846629,4991.54881411049,0
1,10107,10107,2009-12-16,RPT,4044.51280407864,0,0
1,10107,10107,2010-06-30,RES,0,0,0
1,10107,10107,2011-06-30,RES,0,0,0
1,10107,10107,2012-01-31,INT40,0,0,0
1,10107,10107,2012-06-30,RES,0,0,0
1,10107,10107,2013-06-30,RES,0,0,0
1,10107,10107,2013-09-03,INT70,0,0,0
1,10107,10107,2014-06-30,RES,0,0,0
1,10107,10107,2014-09-26,INT90,0,0,0
1,10107,10107,2015-04-08,PMT,-4044.51280407864,6740.8546734644,0
1,10108,10108,2010-01-04,RPT,3649.5946182345,0,0
1,10108,10108,2010-03-09,INT40,0,0,0
1,10108,10108,2010-04-27,INT70,0,0,0
1,10108,10108,2010-05-29,INT90,0,0,0
1,10108,10108,2010-06-14,PMT,-3649.5946182345,6082.6576970575,0
1,10109,10109,2010-02-05,RPT,4495.96504152749,0,0
1,10109,10109,2010-02-28,INT40,0,0,0
1,10109,10109,2010-03-17,INT70,0,0,0
1,10109,10109,2010-03-28,INT90,0,0,0
1,10109,10109,2010-04-03,PMT,-4495.96504152749,7493.27506921248,0
1,1011,1011,2001-11-26,RPT,3356.08082691649,0,0
1,1011,1011,2002-06-30,RES,0,0,0
1,1011,1011,2003-06-30,RES,0,0,0
